iter	RMSE
737	38.59809677
738	38.59789814
739	38.5976231
740	38.59731433
741	38.59694709
742	38.59664579
743	38.59628854
744	38.5959445
745	38.59570459
746	38.59523484
747	38.59488669
748	38.59455893
749	38.59429531
750	38.59394141
751	38.59364653
752	38.59343387
753	38.59316295
754	38.5928333
755	38.59257797
756	38.59225116
757	38.5919792
758	38.59170815
759	38.59139528
760	38.59113128
761	38.59077398
762	38.59045262
763	38.59011127
764	38.58982353
765	38.58955055
766	38.58927281
767	38.58898869
768	38.58862974
769	38.58835695
770	38.58809065
771	38.58783584
772	38.58758466
773	38.58723255
774	38.58694854
775	38.5866267
776	38.58637493
777	38.58610607
778	38.5857867
779	38.58537371
780	38.58507295
781	38.58481037
782	38.58451054
783	38.58425234
784	38.58405742
785	38.58364202
786	38.58334705
787	38.58306019
788	38.58271973
789	38.58238744
790	38.58217246
791	38.58189734
792	38.58154214
793	38.58132423
794	38.58104979
795	38.58083004
796	38.58043559
797	38.58018536
798	38.57988582
799	38.57953678
800	38.57930066
801	38.57901317
802	38.57871852
803	38.57839353
804	38.57813729
805	38.57785458
806	38.57748948
807	38.57713703
808	38.57690745
809	38.57664409
810	38.57630066
811	38.57591165
812	38.5755695
813	38.57524166
814	38.57496387
815	38.57471849
816	38.57439042
817	38.57398911
818	38.57364048
819	38.57332825
820	38.57308973
821	38.57285241
822	38.57253207
823	38.572245
824	38.57192973
825	38.57167578
826	38.5713143
827	38.57105073
828	38.57087786
829	38.57069309
830	38.57041528
831	38.57011266
832	38.56983293
833	38.56954895
834	38.56924098
835	38.56896703
836	38.56870094
837	38.56846717
838	38.56816959
839	38.56780844
840	38.56749868
841	38.56711763
842	38.56682988
843	38.56655183
844	38.5663044
845	38.56603482
846	38.56568749
847	38.56535434
848	38.5650158
849	38.56474517
850	38.56451144
851	38.56418622
852	38.56390736
853	38.56359336
854	38.56326565
855	38.56275672
856	38.56251992
857	38.56227495
858	38.56202564
859	38.56176788
860	38.5614124
861	38.56111717
862	38.56087765
863	38.56052905
864	38.56027654
865	38.56003092
866	38.55970962
867	38.55941499
